wavelength,throughput
300.0,0.0
301.0,0.0
302.0,0.0
303.0,0.0
304.0,0.0
305.0,0.0
306.0,0.0
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.064128610251572
311.0,0.070700389161012
312.0,0.07490918205444
313.0,0.07482417705609
314.0,0.072471103575936
315.0,0.07003640481385999
316.0,0.069774531474596
317.0,0.07404165778464
318.0,0.08016611248128
319.0,0.08855789964255001
320.0,0.09629786302485999
321.0,0.10094791534166
322.0,0.0969216774838
323.0,0.08679265009456001
324.0,0.07546976609181999
325.0,0.07560761997753
326.0,0.08929293967015998
327.0,0.11031277869391999
328.0,0.122050911549
329.0,0.12058230793571999
330.0,0.11327201926592001
331.0,0.1133403184796
332.0,0.12543658803158
333.0,0.1443516305553
334.0,0.15939665884014
335.0,0.16741679134455
336.0,0.16989137514133001
337.0,0.1715559043149
338.0,0.17558129126925
339.0,0.17982884838844
340.0,0.18560237353413003
341.0,0.1910044137562
342.0,0.19510889979107998
343.0,0.20208330677694003
344.0,0.20739300613829997
345.0,0.21273313237854
346.0,0.21732977566286002
347.0,0.22273563596145002
348.0,0.22756592668874
349.0,0.23234073388937998
350.0,0.23711851678464002
351.0,0.24141662936372
352.0,0.24576399303694998
353.0,0.24903141733116
354.0,0.2537997273576
355.0,0.25425752189522
356.0,0.25567157114442
357.0,0.25747538685008
358.0,0.26403939419616
359.0,0.2749625686496
360.0,0.28189745857962
361.0,0.28702021536275996
362.0,0.29378707258688
363.0,0.30056307556524
364.0,0.30754730744628
365.0,0.3138285488975
366.0,0.32008176577104
367.0,0.32722176985685997
368.0,0.33409851924260003
369.0,0.3408022316176
370.0,0.34736776549487997
371.0,0.35322843433177004
372.0,0.36019864612446
373.0,0.36676249792248
374.0,0.37179640194650004
375.0,0.3778704268866
376.0,0.38401984801928
377.0,0.38968234119072004
378.0,0.39745383393072
379.0,0.40036890767640004
380.0,0.40590761875816
381.0,0.4115461357502
382.0,0.41721235950296
383.0,0.42273629472011004
384.0,0.42667312223575
385.0,0.43110490070326
386.0,0.433835271824
387.0,0.4390037040159
388.0,0.44396072082702
389.0,0.4494404724336
390.0,0.45367896008073
391.0,0.45679309968599996
392.0,0.46007328592138
393.0,0.46105134721296004
394.0,0.46436016186753
395.0,0.466720170856
396.0,0.46672757355719996
397.0,0.46686410064224
398.0,0.4681851590974
399.0,0.470764561569
400.0,0.47317853755151995
401.0,0.47756941147472004
402.0,0.47982158186442997
403.0,0.48399069943798007
404.0,0.48976706589700997
405.0,0.49329142006704
406.0,0.49760332216398
407.0,0.50156358677065
408.0,0.50638378618446
409.0,0.50799714418656
410.0,0.5135922231876
411.0,0.51627560599539
412.0,0.5197016684174199
413.0,0.52341798107628
414.0,0.52782893529971
415.0,0.529533172278
416.0,0.53478234020388
417.0,0.53565060781879
418.0,0.53864452143184
419.0,0.54098053971225
420.0,0.54346166752176
421.0,0.5436734750345199
422.0,0.54568378679624
423.0,0.54615230504262
424.0,0.5477464332216
425.0,0.5500402932577501
426.0,0.55003228599622
427.0,0.54888818105313
428.0,0.54800072783634
429.0,0.54894283533432
430.0,0.5426724017592
431.0,0.5396399224942
432.0,0.53979473136318
433.0,0.5415812705743
434.0,0.54513700647954
435.0,0.55202908344948
436.0,0.555117767883
437.0,0.5586895023106799
438.0,0.56336888900314
439.0,0.56441553785232
440.0,0.56508790681378
441.0,0.56650273668495
442.0,0.57025443082596
443.0,0.57219819077436
444.0,0.57454560794096
445.0,0.5759137243296
